dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
Reuters911_Day_32,13332,13332,6248,0.0219727,0.0141602,0.014304,0.0141602,0.0141602,0.0788574,5.568946766,thread-mapped,thread-mapped,5.568946766
Reuters911_Day_33,13332,13332,6064,0.0187988,0.0170898,0.014336,0.014336,0.0170898,0.0549316,3.214291566,thread-mapped,group-mapped,3.83172433
Reuters911_Day_34,13332,13332,6136,0.019043,0.0161133,0.01536,0.01536,0.0161133,0.0610352,3.787877095,thread-mapped,group-mapped,3.973645833
Reuters911_Day_35,13332,13332,7096,0.019043,0.0200195,0.016384,0.016384,0.0200195,0.0581055,2.902445116,thread-mapped,group-mapped,3.546478271
Reuters911_Day_36,13332,13332,7644,0.0180664,0.0170898,0.01536,0.01536,0.0170898,0.0549316,3.214291566,thread-mapped,group-mapped,3.576276042
Reuters911_Day_37,13332,13332,7350,0.019043,0.0151367,0.014336,0.014336,0.0151367,0.0610352,4.03226595,thread-mapped,group-mapped,4.257477679
Reuters911_Day_38,13332,13332,5882,0.0180664,0.0158691,0.01536,0.01536,0.0158691,0.0620117,3.90770113,group-mapped,group-mapped,4.037220052
Reuters911_Day_39,13332,13332,7136,0.019043,0.0180664,0.016384,0.016384,0.0180664,0.0578613,3.202702254,thread-mapped,group-mapped,3.531573486
Reuters911_Day_40,13332,13332,6266,0.0200195,0.0170898,0.013312,0.013312,0.0170898,0.0561523,3.285720137,thread-mapped,group-mapped,4.218171575
Reuters911_Day_41,13332,13332,5548,0.0197754,0.0170898,0.013312,0.013312,0.0170898,0.064209,3.75715339,group-mapped,group-mapped,4.823392428
Reuters911_Day_42,13332,13332,4486,0.0200195,0.0151367,0.014336,0.014336,0.0151367,0.0620117,4.09677803,group-mapped,group-mapped,4.325592913
Reuters911_Day_43,13332,13332,4748,0.019043,0.0148926,0.012288,0.012288,0.0148926,0.0610352,4.098357574,thread-mapped,group-mapped,4.967057292
Reuters911_Day_44,13332,13332,5870,0.019043,0.0151367,0.013312,0.013312,0.0151367,0.0620117,4.09677803,thread-mapped,group-mapped,4.658330829
Reuters911_Day_45,13332,13332,5158,0.0187988,0.013916,0.013312,0.013312,0.013916,0.0600586,4.315794769,thread-mapped,group-mapped,4.511613582
Reuters911_Day_46,13332,13332,4974,0.019043,0.0148926,0.014336,0.014336,0.0148926,0.0629883,4.229503243,thread-mapped,group-mapped,4.393715123
Reuters911_Day_47,13332,13332,6400,0.0197754,0.013916,0.013312,0.013312,0.013916,0.0559082,4.017548146,group-mapped,group-mapped,4.199834736
Reuters911_Day_48,13332,13332,5838,0.019043,0.0151367,0.013312,0.013312,0.0151367,0.0588379,3.887102209,thread-mapped,group-mapped,4.419914363
Reuters911_Day_49,13332,13332,6270,0.0187988,0.0161133,0.019456,0.0161133,0.0161133,0.0529785,3.287873992,thread-mapped,thread-mapped,3.287873992
Reuters911_Day_50,13332,13332,6364,0.0200195,0.0148926,0.013312,0.013312,0.0148926,0.0541992,3.639337658,group-mapped,group-mapped,4.071454327
Reuters911_Day_51,13332,13332,5778,0.0200195,0.0158691,0.014336,0.014336,0.0158691,0.0688477,4.338475402,thread-mapped,group-mapped,4.802434431
Reuters911_Day_52,13332,13332,7046,0.019043,0.0158691,0.02048,0.0158691,0.0158691,0.0671387,4.230781834,thread-mapped,thread-mapped,4.230781834
Reuters911_Day_53,13332,13332,6930,0.019043,0.0151367,0.013312,0.013312,0.0151367,0.0678711,4.483876935,thread-mapped,group-mapped,5.098490084
Reuters911_Day_54,13332,13332,6780,0.0180664,0.0158691,0.01536,0.01536,0.0158691,0.0561523,3.53846784,thread-mapped,group-mapped,3.655748698
Reuters911_Day_55,13332,13332,5304,0.0200195,0.0158691,0.01536,0.01536,0.0158691,0.0639648,4.030776793,group-mapped,group-mapped,4.164375
Reuters911_Day_56,13332,13332,7976,0.0187988,0.0180664,0.017408,0.017408,0.0180664,0.0561523,3.108106762,group-mapped,group-mapped,3.225660616
Reuters911_Day_57,13332,13332,3778,0.019043,0.0129395,0.012288,0.012288,0.0129395,0.0671387,5.188662622,thread-mapped,group-mapped,5.463761393
Reuters911_Day_58,13332,13332,4362,0.019043,0.0161133,0.014336,0.014336,0.0161133,0.0617676,3.83333023,thread-mapped,group-mapped,4.308565848
Reuters911_Day_59,13332,13332,6190,0.0200195,0.0151367,0.013312,0.013312,0.0151367,0.0549316,3.62903407,thread-mapped,group-mapped,4.126472356
Reuters911_Day_60,13332,13332,5766,0.0178223,0.013916,0.013312,0.013312,0.013916,0.059082,4.245616556,thread-mapped,group-mapped,4.438251202
Reuters911_Day_61,13332,13332,5152,0.0200195,0.0148926,0.013312,0.013312,0.0148926,0.0639648,4.295072721,thread-mapped,group-mapped,4.805048077
Reuters911_Day_62,13332,13332,3994,0.0200195,0.0148926,0.013312,0.013312,0.0148926,0.0700684,4.70491385,group-mapped,group-mapped,5.263551683
Reuters911_Day_63,13332,13332,3910,0.0187988,0.0141602,0.013312,0.013312,0.0141602,0.0629883,4.448263443,group-mapped,group-mapped,4.731693209
Reuters911_Day_64,13332,13332,4700,0.019043,0.0151367,0.014336,0.014336,0.0151367,0.0698242,4.612907701,thread-mapped,group-mapped,4.870549665
Reuters911_Day_65,13332,13332,4264,0.0187988,0.0168457,0.013312,0.013312,0.0168457,0.0690918,4.101450222,group-mapped,group-mapped,5.190189303
Reuters911_Day_66,13332,13332,4548,0.0200195,0.0151367,0.013312,0.013312,0.0151367,0.0629883,4.161296716,thread-mapped,group-mapped,4.731693209
RFdevice_b,74104,9,9,0.0178223,0.0109863,,0.0109863,0.0109863,0.0419922,3.822233145,thread-mapped,thread-mapped,3.822233145
rgg_n_2_15_s0,32768,32768,320480,0.026123,0.0170898,0.03584,0.0170898,0.026123,0.0600586,2.299069785,merge-path,thread-mapped,3.514295077
rgg_n_2_16_s0,65536,65536,684254,0.0349121,0.0209961,0.069632,0.0209961,0.0349121,0.0690918,1.9790216,merge-path,thread-mapped,3.290696844
rgg_n_2_17_s0,131072,131072,1457506,0.0510254,0.0539551,0.112672,0.0510254,0.0510254,0.0849609,1.665070729,merge-path,merge-path,1.665070729
rgg_n_2_18_s0,262144,262144,3094566,0.0817871,0.108887,0.123904,0.0817871,0.0817871,0.10498,1.283576505,merge-path,merge-path,1.283576505
rgg_n_2_19_s0,524288,524288,6539532,0.153076,0.235107,0.31744,0.153076,0.153076,0.154053,1.006382451,merge-path,merge-path,1.006382451
rgg_n_2_20_s0,1048576,1048576,13783240,0.235107,0.48291,0.683008,0.235107,0.235107,0.260986,1.110073286,merge-path,merge-path,1.110073286
rgg_n_2_21_s0,2097152,2097152,28975990,0.455078,0.999023,1.27283,0.455078,0.455078,0.476074,1.046137146,merge-path,merge-path,1.046137146
rgg_n_2_22_s0,4194304,4194304,60718396,0.929932,2.09204,2.81293,0.929932,0.929932,0.940918,1.011813767,merge-path,merge-path,1.011813767
rgg_n_2_23_s0,8388608,8388608,127002786,1.9519,4.38892,5.07597,1.9519,1.9519,2.02295,1.03640043,merge-path,merge-path,1.03640043
rgg_n_2_24_s0,16777216,16777216,265114400,4.06104,9.13794,10.3701,4.06104,4.06104,4.375,1.077310246,merge-path,merge-path,1.077310246
rgg010,10,10,76,0.0141602,0.0119629,0.013312,0.0119629,0.0119629,0.0400391,3.346939287,group-mapped,thread-mapped,3.346939287
ri2010,25181,25181,125750,0.0229492,0.013916,0.034816,0.013916,0.0229492,0.0568848,2.478726927,merge-path,thread-mapped,4.087726358
rim,22560,22560,1014951,0.0400391,0.0439453,0.09216,0.0400391,0.0400391,0.0681152,1.70121706,merge-path,merge-path,1.70121706
rkat7_mat5,694,738,38114,0.0180664,0.0200195,0.106496,0.0180664,0.0180664,0.0490723,2.716219059,merge-path,merge-path,2.716219059
rlfddd,4050,61521,264627,0.0219727,0.0419922,,0.0219727,0.0219727,0.0541992,2.466660902,merge-path,merge-path,2.466660902
rlfdual,8052,74970,282031,0.0229492,0.0300293,,0.0229492,0.0229492,0.0549316,2.393617207,merge-path,merge-path,2.393617207
rlfprim,58866,62716,320591,0.0251465,0.019043,,0.019043,0.0251465,0.0568848,2.262135884,merge-path,thread-mapped,2.98717639
RM07R,381689,381689,37464962,0.445068,2.57715,1.38035,0.445068,0.445068,0.464844,1.04443366,merge-path,merge-path,1.04443366
rma10,46835,46835,2374001,0.0588379,0.0849609,0.149504,0.0588379,0.0588379,0.0939941,1.597509428,merge-path,merge-path,1.597509428
road_central,14081816,14081816,33866826,1.83813,2.23804,2.90918,1.83813,1.83813,1.81201,0.985789906,merge-path,merge-path,0.985789906
road_usa,23947347,23947347,57708624,1.70898,1.57617,2.04899,1.57617,1.70898,1.69385,0.9911467659,merge-path,thread-mapped,1.074661997
roadNet-CA,1971281,1971281,5533214,0.186035,0.134033,0.17408,0.134033,0.186035,0.181885,0.9776923697,merge-path,thread-mapped,1.357016556
roadNet-PA,1090920,1090920,3083796,0.11499,0.0849609,0.105472,0.0849609,0.11499,0.126953,1.104035133,merge-path,thread-mapped,1.494252062
roadNet-TX,1393383,1393383,3843320,0.13916,0.104004,,0.104004,0.13916,0.146973,1.056144007,merge-path,thread-mapped,1.413147571
robot,120,120,870,0.0209961,0.0119629,0.018464,0.0119629,0.0119629,0.0400391,3.346939287,thread-mapped,thread-mapped,3.346939287
robot24c1_mat5,404,302,15118,0.019043,0.0170898,0.052224,0.0170898,0.019043,0.0478516,2.512818358,merge-path,thread-mapped,2.800009362
robot24c1_mat5_J,302,404,15118,0.0180664,0.0239258,0.104448,0.0180664,0.0180664,0.0478516,2.648651641,merge-path,merge-path,2.648651641
Roget,1022,1022,5075,0.019043,0.0141602,0.02048,0.0141602,0.0141602,0.0529785,3.741366647,thread-mapped,thread-mapped,3.741366647
rosen1,520,1544,23794,0.0180664,0.0668945,,0.0180664,0.0180664,0.0498047,2.756758402,merge-path,merge-path,2.756758402
rosen10,2056,6152,64192,0.019043,0.284912,,0.019043,0.019043,0.0490723,2.576920653,merge-path,merge-path,2.576920653
rosen2,1032,3080,47536,0.0178223,0.110107,,0.0178223,0.0178223,0.0488281,2.73971934,merge-path,merge-path,2.73971934
rosen7,264,776,8034,0.0180664,0.0361328,,0.0180664,0.0361328,0.052002,1.439190984,thread-mapped,merge-path,2.878381969
rosen8,520,1544,16058,0.0178223,0.0639648,,0.0178223,0.0178223,0.0441895,2.479449903,merge-path,merge-path,2.479449903
rotor1,100,100,708,0.0178223,0.0119629,0.018432,0.0119629,0.0119629,0.0429688,3.591838099,thread-mapped,thread-mapped,3.591838099
rotor2,791,791,10685,0.0209961,0.0129395,0.028672,0.0129395,0.0209961,0.0480957,2.290696844,merge-path,thread-mapped,3.716967425
route,20894,43019,206782,0.0229492,0.170166,,0.0229492,0.0229492,0.0549316,2.393617207,merge-path,merge-path,2.393617207
Rucci1,1977885,109900,7791168,0.165039,0.128906,,0.128906,0.165039,0.200195,1.213016317,merge-path,thread-mapped,1.553030891
rw136,136,136,479,0.013916,0.0119629,0.017408,0.0119629,0.0119629,0.0419922,3.510202376,group-mapped,thread-mapped,3.510202376
rw496,496,496,1859,0.0180664,0.0119629,0.017408,0.0119629,0.0119629,0.0449219,3.755101188,thread-mapped,thread-mapped,3.755101188
rw5151,5151,5151,20199,0.019043,0.0119629,0.016384,0.0119629,0.019043,0.0507812,2.666659665,merge-path,thread-mapped,4.244890453
S10PI_n,682,682,1633,0.019043,0.0119629,0.016384,0.0119629,0.0119629,0.0429688,3.591838099,thread-mapped,thread-mapped,3.591838099
S10PI_n_B,682,1,1,0.0148926,0.0109863,0.012288,0.0109863,0.0109863,0.0368652,3.355561017,thread-mapped,thread-mapped,3.355561017
S10PI_n_C,1,682,1,0.0151367,0.0109863,0.012288,0.0109863,0.0109863,0.0380859,3.466672128,group-mapped,thread-mapped,3.466672128
S10PI_n_E,682,682,563,0.0200195,0.0100098,0.012288,0.0100098,0.0100098,0.0358887,3.585356351,group-mapped,thread-mapped,3.585356351
S10PI_n1,528,528,1317,0.0200195,0.0119629,0.014336,0.0119629,0.0119629,0.0439453,3.673465464,thread-mapped,thread-mapped,3.673465464
S10PI_n1_B,528,1,1,0.0148926,0.0100098,0.012288,0.0100098,0.0100098,0.0400391,3.99999001,thread-mapped,thread-mapped,3.99999001
S10PI_n1_C,1,528,1,0.0161133,0.0100098,0.012288,0.0100098,0.0100098,0.0349121,3.487791964,thread-mapped,thread-mapped,3.487791964
S10PI_n1_E,528,528,528,0.019043,0.0100098,0.013312,0.0100098,0.0100098,0.0358887,3.585356351,thread-mapped,thread-mapped,3.585356351
s1rmq4m1,5489,5489,281111,0.0219727,0.0161133,0.072704,0.0161133,0.0219727,0.0559082,2.544439236,merge-path,thread-mapped,3.469692738
s1rmt3m1,5489,5489,219521,0.0209961,0.0148926,0.06144,0.0148926,0.0209961,0.0549316,2.616276356,merge-path,thread-mapped,3.688516444
S20PI_n,1182,1182,2881,0.0187988,0.0109863,0.0184,0.0109863,0.0109863,0.0510254,4.644457188,thread-mapped,thread-mapped,4.644457188
S20PI_n_B,1182,1,1,0.0180664,0.0100098,0.013312,0.0100098,0.0100098,0.0349121,3.487791964,group-mapped,thread-mapped,3.487791964
S20PI_n_C,1,1182,1,0.0141602,0.0119629,0.013312,0.0119629,0.0119629,0.0351562,2.938769028,group-mapped,thread-mapped,2.938769028
S20PI_n_E,1182,1182,1063,0.0200195,0.0100098,0.017408,0.0100098,0.0100098,0.0449219,4.487791964,thread-mapped,thread-mapped,4.487791964
S20PI_n1,1028,1028,2547,0.019043,0.0112305,0.01536,0.0112305,0.0112305,0.0471191,4.195636882,thread-mapped,thread-mapped,4.195636882
S20PI_n1_B,1028,1,1,0.0170898,0.0109863,0.012288,0.0109863,0.0109863,0.0449219,4.088901632,thread-mapped,thread-mapped,4.088901632
S20PI_n1_C,1,1028,1,0.0151367,0.0109863,0.014368,0.0109863,0.0109863,0.0290527,2.644448085,group-mapped,thread-mapped,2.644448085
S20PI_n1_E,1028,1028,1028,0.0200195,0.0109863,0.011296,0.0109863,0.0109863,0.0529785,4.822233145,thread-mapped,thread-mapped,4.822233145
s2rmq4m1,5489,5489,281111,0.0219727,0.0161133,0.074752,0.0161133,0.0219727,0.0561523,2.555548476,merge-path,thread-mapped,3.484841715
s2rmt3m1,5489,5489,219521,0.0219727,0.0131836,0.059392,0.0131836,0.0219727,0.0578613,2.63332681,merge-path,thread-mapped,4.388884675
s3dkq4m2,90449,90449,4820891,0.0908203,0.258057,0.175104,0.0908203,0.0908203,0.112793,1.241935999,merge-path,merge-path,1.241935999
s3dkt3m2,90449,90449,3753461,0.0791016,0.192871,0.16384,0.0791016,0.0791016,0.104004,1.314815377,merge-path,merge-path,1.314815377
s3rmq4m1,5489,5489,281111,0.0219727,0.0161133,0.072704,0.0161133,0.0219727,0.0510254,2.322218025,merge-path,thread-mapped,3.166663564
s3rmt3m1,5489,5489,219521,0.0209961,0.0141602,0.06144,0.0141602,0.0209961,0.052002,2.476745681,merge-path,thread-mapped,3.672405757
s3rmt3m3,5357,5357,207695,0.0209961,0.0170898,0.064512,0.0170898,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,3.100007022
S40PI_n,2182,2182,5341,0.019043,0.0119629,0.014336,0.0119629,0.0119629,0.0510254,4.265303564,thread-mapped,thread-mapped,4.265303564
S40PI_n_B,2182,1,1,0.0200195,0.0109863,0.014336,0.0109863,0.0109863,0.0461426,4.200012743,group-mapped,thread-mapped,4.200012743
S40PI_n_C,1,2182,1,0.0148926,0.0100098,0.012288,0.0100098,0.0100098,0.0339355,3.390227577,group-mapped,thread-mapped,3.390227577
S40PI_n_E,2182,2182,2063,0.019043,0.0109863,0.013312,0.0109863,0.0109863,0.0539551,4.911125675,group-mapped,thread-mapped,4.911125675
S40PI_n1,2028,2028,5007,0.0180664,0.0109863,0.014336,0.0109863,0.0109863,0.0498047,4.533346076,thread-mapped,thread-mapped,4.533346076
S40PI_n1_B,2028,1,1,0.0187988,0.00976562,0.012288,0.00976562,0.00976562,0.0429688,4.400007373,thread-mapped,thread-mapped,4.400007373
S40PI_n1_C,1,2028,1,0.0148926,0.0109863,0.013312,0.0109863,0.0109863,0.0380859,3.466672128,thread-mapped,thread-mapped,3.466672128
S40PI_n1_E,2028,2028,2028,0.0209961,0.0109863,0.012288,0.0109863,0.0109863,0.0449219,4.088901632,thread-mapped,thread-mapped,4.088901632
s4dkt3m2,90449,90449,3753461,0.0788574,0.197998,,0.0788574,0.0788574,0.111084,1.40866932,merge-path,merge-path,1.40866932
S80PI_n,4182,4182,10261,0.019043,0.012207,0.014336,0.012207,0.019043,0.052002,2.730767211,merge-path,thread-mapped,4.260014746
S80PI_n_B,4182,1,1,0.0180664,0.0100098,0.012288,0.0100098,0.0100098,0.0390625,3.902425623,group-mapped,thread-mapped,3.902425623
S80PI_n_C,1,4182,1,0.0148926,0.0100098,0.012288,0.0100098,0.0100098,0.0368652,3.682910747,group-mapped,thread-mapped,3.682910747
S80PI_n_E,4182,4182,4063,0.0180664,0.0100098,0.011264,0.0100098,0.0100098,0.0510254,5.097544406,thread-mapped,thread-mapped,5.097544406
S80PI_n1,4028,4028,9927,0.019043,0.0109863,0.018432,0.0109863,0.0109863,0.0500488,4.555564658,group-mapped,thread-mapped,4.555564658
S80PI_n1_B,4028,1,1,0.019043,0.0109863,0.012288,0.0109863,0.0109863,0.0441895,4.022236786,thread-mapped,thread-mapped,4.022236786
S80PI_n1_C,1,4028,1,0.0158691,0.0100098,0.013312,0.0100098,0.0100098,0.0361328,3.609742452,thread-mapped,thread-mapped,3.609742452
S80PI_n1_E,4028,4028,4028,0.019043,0.0100098,0.012288,0.0100098,0.0100098,0.0549316,5.487781974,thread-mapped,thread-mapped,5.487781974
Sandi_authors,86,86,248,0.0151367,0.0141602,0.022528,0.0141602,0.0141602,0.0419922,2.965508962,group-mapped,thread-mapped,2.965508962
Sandi_sandi,314,360,613,0.0180664,0.0109863,0.022528,0.0109863,0.0109863,0.0368652,3.355561017,thread-mapped,thread-mapped,3.355561017
saylr1,238,238,1128,0.0200195,0.0100098,0.01536,0.0100098,0.0100098,0.0480957,4.804861236,group-mapped,thread-mapped,4.804861236
saylr3,1000,1000,3750,0.019043,0.0109863,0.016384,0.0109863,0.0109863,0.0449219,4.088901632,thread-mapped,thread-mapped,4.088901632
saylr4,3564,3564,22316,0.0187988,0.0109863,0.017408,0.0109863,0.0187988,0.0471191,2.506495095,merge-path,thread-mapped,4.288896171
sc2010,181908,181908,893160,0.0429688,0.0461426,0.091136,0.0429688,0.0429688,0.0800781,1.863633613,merge-path,merge-path,1.863633613
sc205-2r,35213,62423,123239,0.0209961,0.0129395,,0.0129395,0.0209961,0.0539551,2.569767719,merge-path,thread-mapped,4.169797906
sc205-2r_A_01,101,179,347,0.0148926,0.0109863,,0.0109863,0.0109863,0.0410156,3.733340615,thread-mapped,thread-mapped,3.733340615
sc205-2r_A_02,189,335,655,0.0141602,0.0129395,,0.0129395,0.0129395,0.0439453,3.396213146,thread-mapped,thread-mapped,3.396213146
sc205-2r_A_03,365,647,1271,0.0178223,0.0119629,,0.0119629,0.0119629,0.0400391,3.346939287,group-mapped,thread-mapped,3.346939287
sc205-2r_A_04,607,1076,2118,0.0168457,0.012207,,0.012207,0.012207,0.0461426,3.780011469,thread-mapped,thread-mapped,3.780011469
sc205-2r_A_05,717,1271,2503,0.0178223,0.0148926,,0.0148926,0.0148926,0.0500488,3.360648913,thread-mapped,thread-mapped,3.360648913
sc205-2r_A_06,1113,1973,3889,0.0200195,0.0109863,,0.0109863,0.0109863,0.0510254,4.644457188,group-mapped,thread-mapped,4.644457188
sc205-2r_A_07,1421,2519,4967,0.0180664,0.0119629,,0.0119629,0.0119629,0.0510254,4.265303564,thread-mapped,thread-mapped,4.265303564
sc205-2r_A_08,2213,3923,7739,0.0178223,0.0109863,,0.0109863,0.0109863,0.0500488,4.555564658,group-mapped,thread-mapped,4.555564658
sc205-2r_A_09,4413,7823,15439,0.0180664,0.0119629,,0.0119629,0.0180664,0.0490723,2.716219059,merge-path,thread-mapped,4.102040475
sc205-2r_A_10,8813,15623,30839,0.019043,0.0109863,,0.0109863,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,4.644457188
sc205-2r_A_11,17613,31223,61639,0.0200195,0.0119629,,0.0119629,0.0200195,0.0500488,2.500002498,merge-path,thread-mapped,4.18366784
sc205-2r_A_12,35213,62423,123239,0.0200195,0.0129395,,0.0129395,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,4.2452645
scagr7-2b,9743,13847,35885,0.019043,0.0109863,,0.0109863,0.019043,0.0529785,2.782045896,merge-path,thread-mapped,4.822233145
scagr7-2b_A_1,167,239,605,0.013916,0.0119629,,0.0119629,0.0119629,0.0400391,3.346939287,thread-mapped,thread-mapped,3.346939287
scagr7-2b_A_2,623,887,2285,0.0180664,0.0119629,,0.0119629,0.0119629,0.0490723,4.102040475,thread-mapped,thread-mapped,4.102040475
scagr7-2b_A_3,9743,13847,35885,0.0209961,0.0129395,,0.0129395,0.0209961,0.052002,2.476745681,merge-path,thread-mapped,4.018856988
scagr7-2c,2447,3479,9005,0.0187988,0.0119629,,0.0119629,0.0119629,0.052002,4.346939287,thread-mapped,thread-mapped,4.346939287
scagr7-2c_A_1,167,239,605,0.0151367,0.0119629,,0.0119629,0.0119629,0.0419922,3.510202376,group-mapped,thread-mapped,3.510202376
scagr7-2c_A_2,623,887,2285,0.0178223,0.0119629,,0.0119629,0.0119629,0.0490723,4.102040475,group-mapped,thread-mapped,4.102040475
scagr7-2c_A_3,2447,3479,9005,0.019043,0.0119629,,0.0119629,0.0119629,0.0510254,4.265303564,thread-mapped,thread-mapped,4.265303564
