dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
Franz7,10164,1740,40424,0.0200195,0.0109863,,0.0109863,0.0200195,0.0480957,2.402442618,merge-path,thread-mapped,4.3777887
Franz8,16728,7176,100368,0.019043,0.0119629,,0.0119629,0.019043,0.052002,2.730767211,merge-path,thread-mapped,4.346939287
Franz9,19588,4164,97508,0.019043,0.013916,,0.013916,0.019043,0.0549316,2.884608518,merge-path,thread-mapped,3.947369934
freeFlyingRobot_1,798,798,5246,0.0200195,0.0200195,0.02048,0.0200195,0.0200195,0.0500488,2.500002498,group-mapped,merge-path,2.500002498
freeFlyingRobot_10,5218,5218,40080,0.0180664,0.0539551,0.047104,0.0180664,0.0180664,0.0500488,2.770269672,merge-path,merge-path,2.770269672
freeFlyingRobot_11,5438,5438,40054,0.019043,0.0529785,0.0512,0.019043,0.019043,0.0549316,2.884608518,merge-path,merge-path,2.884608518
freeFlyingRobot_12,5578,5578,41940,0.019043,0.052002,0.052224,0.019043,0.019043,0.0458984,2.410250486,merge-path,merge-path,2.410250486
freeFlyingRobot_13,5718,5718,43994,0.019043,0.052002,0.070656,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
freeFlyingRobot_14,5958,5958,43298,0.0200195,0.0541992,0.0512,0.0200195,0.0200195,0.0510254,2.548784935,merge-path,merge-path,2.548784935
freeFlyingRobot_15,6038,6038,43378,0.0178223,0.0598145,0.223232,0.0178223,0.0178223,0.0449219,2.520544486,merge-path,merge-path,2.520544486
freeFlyingRobot_16,6078,6078,44006,0.0200195,0.0578613,0.086016,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
freeFlyingRobot_2,1338,1338,11600,0.019043,0.0229492,0.028672,0.019043,0.019043,0.0510254,2.679483275,merge-path,merge-path,2.679483275
freeFlyingRobot_3,1718,1718,12922,0.0178223,0.0239258,0.024576,0.0178223,0.0178223,0.0490723,2.753421276,merge-path,merge-path,2.753421276
freeFlyingRobot_4,2358,2358,18218,0.019043,0.0300293,0.028672,0.019043,0.019043,0.0500488,2.628199338,merge-path,merge-path,2.628199338
freeFlyingRobot_5,2878,2878,24582,0.0180664,0.032959,0.077824,0.0180664,0.0180664,0.0529785,2.932432582,merge-path,merge-path,2.932432582
freeFlyingRobot_6,3358,3358,27030,0.019043,0.0358887,0.068608,0.019043,0.019043,0.0510254,2.679483275,merge-path,merge-path,2.679483275
freeFlyingRobot_7,3918,3918,31046,0.0180664,0.0410156,0.068608,0.0180664,0.0180664,0.0510254,2.82432582,merge-path,merge-path,2.82432582
freeFlyingRobot_8,4398,4398,34958,0.019043,0.0439453,0.044,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
freeFlyingRobot_9,4778,4778,39964,0.019043,0.045166,0.044032,0.019043,0.019043,0.0510254,2.679483275,merge-path,merge-path,2.679483275
Freescale1,3428755,3428755,18920347,0.380127,0.498047,0.612352,0.380127,0.380127,0.425781,1.120101966,merge-path,merge-path,1.120101966
Freescale2,2999349,2999349,23042677,0.412109,3.14111,2.5088,0.412109,0.412109,0.444092,1.077608109,merge-path,merge-path,1.077608109
fs_183_1,183,183,1069,0.0180664,0.0141602,0.017408,0.0141602,0.0141602,0.0388184,2.741373709,thread-mapped,thread-mapped,2.741373709
fs_183_3,183,183,1069,0.0180664,0.013916,0.018432,0.013916,0.013916,0.0400391,2.877198908,group-mapped,thread-mapped,2.877198908
fs_183_4,183,183,1069,0.019043,0.013916,0.015424,0.013916,0.013916,0.0429688,3.087726358,thread-mapped,thread-mapped,3.087726358
fs_183_6,183,183,1069,0.0187988,0.0158691,0.018432,0.0158691,0.0158691,0.0449219,2.830778053,group-mapped,thread-mapped,2.830778053
fs_541_1,541,541,4285,0.019043,0.013916,0.020512,0.013916,0.013916,0.0510254,3.666671457,thread-mapped,thread-mapped,3.666671457
fs_541_2,541,541,4285,0.0200195,0.0119629,0.021504,0.0119629,0.0119629,0.0388184,3.244898812,thread-mapped,thread-mapped,3.244898812
fs_541_3,541,541,4285,0.0178223,0.0119629,0.023552,0.0119629,0.0119629,0.045166,3.775505939,thread-mapped,thread-mapped,3.775505939
fs_541_4,541,541,4285,0.0200195,0.0119629,0.02048,0.0119629,0.0119629,0.0510254,4.265303564,thread-mapped,thread-mapped,4.265303564
fs_680_1,680,680,2646,0.019043,0.0119629,0.017408,0.0119629,0.0119629,0.0419922,3.510202376,thread-mapped,thread-mapped,3.510202376
fs_680_2,680,680,2646,0.0180664,0.012207,0.017408,0.012207,0.012207,0.0529785,4.34000983,thread-mapped,thread-mapped,4.34000983
fs_680_3,680,680,2646,0.0180664,0.0119629,0.017408,0.0119629,0.0119629,0.0480957,4.020404751,thread-mapped,thread-mapped,4.020404751
fs_760_1,760,760,5976,0.0180664,0.0151367,0.026624,0.0151367,0.0151367,0.0490723,3.241941771,thread-mapped,thread-mapped,3.241941771
fs_760_2,760,760,5976,0.019043,0.0129395,0.026624,0.0129395,0.0129395,0.0500488,3.867908343,thread-mapped,thread-mapped,3.867908343
fs_760_3,760,760,5976,0.0209961,0.0129395,0.027648,0.0129395,0.0129395,0.0500488,3.867908343,group-mapped,thread-mapped,3.867908343
fullb,199187,199187,11708077,0.162109,0.743896,,0.162109,0.162109,0.191895,1.18374057,merge-path,merge-path,1.18374057
FullChip,2987012,2987012,26621990,0.478027,160.981,176.602,0.478027,0.478027,0.504883,1.056180927,merge-path,merge-path,1.056180927
fv1,9604,9604,85264,0.0209961,0.0109863,0.019456,0.0109863,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,4.822233145
fv2,9801,9801,87025,0.0200195,0.0119629,0.021504,0.0119629,0.0200195,0.0549316,2.743904693,merge-path,thread-mapped,4.59182974
fv3,9801,9801,87025,0.0197754,0.0109863,0.019456,0.0109863,0.0197754,0.0458984,2.320984658,merge-path,thread-mapped,4.17778506
FX_March2010,1319,9498,301899,0.0229492,0.471924,,0.0229492,0.0229492,0.052002,2.265961341,merge-path,merge-path,2.265961341
fxm2-16,3900,7335,32972,0.019043,0.0158691,,0.0158691,0.019043,0.0471191,2.474352781,merge-path,thread-mapped,2.96923581
fxm2-6,1520,2845,12812,0.0180664,0.0141602,,0.0141602,0.0180664,0.046875,2.594595492,merge-path,thread-mapped,3.3103346
fxm3_16,41340,85575,392252,0.0249023,0.0197754,,0.0197754,0.0249023,0.0610352,2.450986455,merge-path,thread-mapped,3.086420502
fxm3_6,6200,12625,57722,0.019043,0.0151367,0.055296,0.0151367,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,3.370972537
fxm3_6,5026,5026,94026,0.019043,0.0151367,0.055296,0.0151367,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,3.370972537
fxm4_6,22400,47185,265442,0.0229492,0.0158691,0.126976,0.0158691,0.0229492,0.0559082,2.436172067,merge-path,thread-mapped,3.523085745
fxm4_6,18892,18892,497844,0.0229492,0.0158691,0.126976,0.0158691,0.0229492,0.0559082,2.436172067,merge-path,thread-mapped,3.523085745
G_n_pin_pout,100000,100000,1002396,0.0458984,0.0407715,0.058368,0.0407715,0.0458984,0.0791016,1.72340648,merge-path,thread-mapped,1.940119937
G1,800,800,38352,0.019043,0.0170898,,0.0170898,0.019043,0.0429688,2.256409179,merge-path,thread-mapped,2.514295077
G10,800,800,38352,0.0200195,0.0158691,,0.0158691,0.0200195,0.0529785,2.646344814,merge-path,thread-mapped,3.3384691
G11,800,800,3200,0.0200195,0.00976562,,0.00976562,0.00976562,0.052002,5.325007526,thread-mapped,thread-mapped,5.325007526
G12,800,800,3200,0.0200195,0.0112305,,0.0112305,0.0112305,0.0490723,4.369556119,thread-mapped,thread-mapped,4.369556119
G13,800,800,3200,0.0200195,0.0109863,,0.0109863,0.0109863,0.0449219,4.088901632,thread-mapped,thread-mapped,4.088901632
G14,800,800,9388,0.019043,0.0178223,,0.0178223,0.0178223,0.0471191,2.643828238,thread-mapped,thread-mapped,2.643828238
G15,800,800,9322,0.019043,0.0158691,,0.0158691,0.0158691,0.0498047,3.138470361,thread-mapped,thread-mapped,3.138470361
G16,800,800,9344,0.0180664,0.019043,,0.0180664,0.019043,0.0480957,2.525636717,thread-mapped,merge-path,2.66216291
G17,800,800,9334,0.019043,0.0180664,,0.0180664,0.0180664,0.0429688,2.378381969,group-mapped,thread-mapped,2.378381969
G18,800,800,9388,0.0209961,0.0180664,,0.0180664,0.0180664,0.0568848,3.148651641,group-mapped,thread-mapped,3.148651641
G19,800,800,9322,0.0197754,0.0187988,,0.0187988,0.0187988,0.0507812,2.701300083,thread-mapped,thread-mapped,2.701300083
G2,800,800,38352,0.0178223,0.0170898,,0.0170898,0.0178223,0.0480957,2.698624757,merge-path,thread-mapped,2.814292736
G2_circuit,150102,150102,726674,0.0368652,0.0209961,0.03584,0.0209961,0.0368652,0.0700684,1.900665126,merge-path,thread-mapped,3.337210244
G20,800,800,9344,0.019043,0.0180664,,0.0180664,0.0180664,0.0480957,2.66216291,thread-mapped,thread-mapped,2.66216291
G21,800,800,9334,0.0209961,0.0180664,,0.0180664,0.0180664,0.0510254,2.82432582,thread-mapped,thread-mapped,2.82432582
G22,2000,2000,39980,0.0197754,0.0151367,,0.0151367,0.0197754,0.0478516,2.419753836,merge-path,thread-mapped,3.161296716
G23,2000,2000,39980,0.019043,0.013916,,0.013916,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,3.666671457
G24,2000,2000,39980,0.0200195,0.0131836,,0.0131836,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,4.092592312
G25,2000,2000,39980,0.0200195,0.0151367,,0.0151367,0.0200195,0.0500488,2.500002498,merge-path,thread-mapped,3.306453851
G26,2000,2000,39980,0.0180664,0.0170898,,0.0170898,0.0180664,0.0488281,2.702702254,merge-path,thread-mapped,2.857148709
G27,2000,2000,39980,0.019043,0.0129395,,0.0129395,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,3.867908343
G28,2000,2000,39980,0.0187988,0.0129395,,0.0129395,0.0187988,0.0480957,2.55844522,merge-path,thread-mapped,3.716967425
G29,2000,2000,39980,0.019043,0.0148926,,0.0148926,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,3.426225105
G3,800,800,38352,0.0209961,0.0170898,,0.0170898,0.0209961,0.052002,2.476745681,merge-path,thread-mapped,3.042867675
G3_circuit,1585478,1585478,7660826,0.166992,0.146973,0.20992,0.146973,0.166992,0.205078,1.228070806,merge-path,thread-mapped,1.395344723
G30,2000,2000,39980,0.019043,0.0151367,,0.0151367,0.019043,0.0490723,2.576920653,merge-path,thread-mapped,3.241941771
G31,2000,2000,39980,0.019043,0.0161133,,0.0161133,0.019043,0.0480957,2.525636717,merge-path,thread-mapped,2.984844818
G32,2000,2000,8000,0.019043,0.0112305,,0.0112305,0.0112305,0.0529785,4.717376786,thread-mapped,thread-mapped,4.717376786
G33,2000,2000,8000,0.0200195,0.0100098,,0.0100098,0.0100098,0.0500488,4.99998002,group-mapped,thread-mapped,4.99998002
G34,2000,2000,8000,0.0200195,0.0112305,,0.0112305,0.0112305,0.0529785,4.717376786,thread-mapped,thread-mapped,4.717376786
G35,2000,2000,23556,0.019043,0.0239258,,0.019043,0.019043,0.0419922,2.205125243,merge-path,merge-path,2.205125243
G36,2000,2000,23532,0.019043,0.026123,,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
G37,2000,2000,23570,0.019043,0.0241699,,0.019043,0.019043,0.0478516,2.512818358,merge-path,merge-path,2.512818358
G38,2000,2000,23558,0.019043,0.0239258,,0.019043,0.019043,0.0397949,2.089739012,merge-path,merge-path,2.089739012
G39,2000,2000,23556,0.019043,0.0200195,,0.019043,0.019043,0.0480957,2.525636717,merge-path,merge-path,2.525636717
g3rmt3m3,5357,5357,207695,0.0219727,0.0200195,,0.0200195,0.0219727,0.0539551,2.455551662,merge-path,thread-mapped,2.695127251
G4,800,800,38352,0.019043,0.0148926,,0.0148926,0.019043,0.0488281,2.564097044,merge-path,thread-mapped,3.27868203
G40,2000,2000,23532,0.0178223,0.0219727,,0.0178223,0.0178223,0.046875,2.630131913,merge-path,merge-path,2.630131913
G41,2000,2000,23570,0.019043,0.0268555,,0.019043,0.019043,0.0439453,2.307687864,merge-path,merge-path,2.307687864
G42,2000,2000,23558,0.019043,0.0239258,,0.019043,0.019043,0.0480957,2.525636717,merge-path,merge-path,2.525636717
G43,1000,1000,19980,0.0200195,0.0170898,,0.0170898,0.0200195,0.0490723,2.451225056,merge-path,thread-mapped,2.871437934
G44,1000,1000,19980,0.019043,0.0148926,,0.0148926,0.019043,0.046875,2.461534422,merge-path,thread-mapped,3.14753636
G45,1000,1000,19980,0.0219727,0.0141602,,0.0141602,0.0219727,0.0510254,2.322218025,merge-path,thread-mapped,3.603437805
G46,1000,1000,19980,0.0219727,0.0129395,,0.0129395,0.0219727,0.0510254,2.322218025,merge-path,thread-mapped,3.943382665
G47,1000,1000,19980,0.0200195,0.013916,,0.013916,0.0200195,0.0539551,2.695127251,merge-path,thread-mapped,3.877198908
G48,3000,3000,12000,0.0209961,0.0100098,,0.0100098,0.0209961,0.0529785,2.523254319,merge-path,thread-mapped,5.29266319
G49,3000,3000,12000,0.0209961,0.00976562,,0.00976562,0.0209961,0.0480957,2.290696844,merge-path,thread-mapped,4.925002202
G5,800,800,38352,0.0180664,0.0178223,,0.0178223,0.0180664,0.0500488,2.770269672,merge-path,thread-mapped,2.808212184
G50,3000,3000,12000,0.0200195,0.0109863,,0.0109863,0.0200195,0.0510254,2.548784935,merge-path,thread-mapped,4.644457188
G51,1000,1000,11818,0.0251465,0.0178223,,0.0178223,0.0251465,0.0458984,1.825240093,merge-path,thread-mapped,2.575335394
G52,1000,1000,11832,0.0200195,0.0200195,,0.0200195,0.0200195,0.045166,2.256100302,merge-path,merge-path,2.256100302
G53,1000,1000,11828,0.0180664,0.0180664,,0.0180664,0.0180664,0.0498047,2.756758402,merge-path,merge-path,2.756758402
G54,1000,1000,11832,0.019043,0.0170898,,0.0170898,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,2.985722478
G55,5000,5000,24996,0.0187988,0.0119629,,0.0119629,0.0187988,0.052002,2.766240398,merge-path,thread-mapped,4.346939287
G56,5000,5000,24996,0.019043,0.0148926,,0.0148926,0.019043,0.0449219,2.358971801,merge-path,thread-mapped,3.016390691
G57,5000,5000,20000,0.019043,0.0119629,,0.0119629,0.019043,0.0490723,2.576920653,merge-path,thread-mapped,4.102040475
G58,5000,5000,59140,0.0200195,0.0419922,,0.0200195,0.0200195,0.0500488,2.500002498,merge-path,merge-path,2.500002498
G59,5000,5000,59140,0.0180664,0.0410156,,0.0180664,0.0180664,0.0480957,2.66216291,merge-path,merge-path,2.66216291
G6,800,800,38352,0.0200195,0.0170898,,0.0170898,0.0200195,0.059082,2.951222558,merge-path,thread-mapped,3.457149879
G60,7000,7000,34296,0.019043,0.0119629,,0.0119629,0.019043,0.052002,2.730767211,merge-path,thread-mapped,4.346939287
G61,7000,7000,34296,0.019043,0.0109863,,0.0109863,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,4.644457188
G62,7000,7000,28000,0.0187988,0.0112305,,0.0112305,0.0187988,0.052002,2.766240398,merge-path,thread-mapped,4.630426072
G63,7000,7000,82918,0.0209961,0.0429688,,0.0209961,0.0209961,0.052002,2.476745681,merge-path,merge-path,2.476745681
G64,7000,7000,82918,0.0219727,0.0441895,,0.0219727,0.0219727,0.101074,4.599980885,merge-path,merge-path,4.599980885
G65,8000,8000,32000,0.0209961,0.0109863,,0.0109863,0.0209961,0.0559082,2.662789756,merge-path,thread-mapped,5.088901632
G66,9000,9000,36000,0.019043,0.0109863,,0.0109863,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,4.644457188
G67,10000,10000,40000,0.0219727,0.0119629,,0.0119629,0.0219727,0.0529785,2.411105599,merge-path,thread-mapped,4.428566652
G7,800,800,38352,0.0200195,0.0158691,,0.0158691,0.0200195,0.0488281,2.439026949,merge-path,thread-mapped,3.076929378
g7jac010,2880,2880,19635,0.0178223,0.0119629,,0.0119629,0.0178223,0.0480957,2.698624757,merge-path,thread-mapped,4.020404751
g7jac010sc,2880,2880,19635,0.019043,0.0129395,,0.0129395,0.019043,0.0539551,2.833329832,merge-path,thread-mapped,4.169797906
g7jac020,5850,5850,45465,0.019043,0.013916,,0.013916,0.019043,0.052002,2.730767211,merge-path,thread-mapped,3.736849669
g7jac020sc,5850,5850,45465,0.0187988,0.013916,,0.013916,0.0187988,0.052002,2.766240398,merge-path,thread-mapped,3.736849669
g7jac040,11790,11790,114671,0.0197754,0.0180664,,0.0180664,0.0197754,0.0529785,2.679010286,merge-path,thread-mapped,2.932432582
g7jac040sc,11790,11790,114671,0.0200195,0.0170898,,0.0170898,0.0200195,0.052002,2.597567372,merge-path,thread-mapped,3.042867675
g7jac050sc,14760,14760,157990,0.0209961,0.0270996,,0.0209961,0.0209961,0.0529785,2.523254319,merge-path,merge-path,2.523254319
g7jac060,17730,17730,203316,0.0219727,0.0200195,,0.0200195,0.0219727,0.0539551,2.455551662,merge-path,thread-mapped,2.695127251
g7jac060sc,17730,17730,203316,0.0209961,0.019043,,0.019043,0.0209961,0.052002,2.476745681,merge-path,thread-mapped,2.730767211
g7jac080,23670,23670,293976,0.0241699,0.0209961,,0.0209961,0.0241699,0.0549316,2.272727649,merge-path,thread-mapped,2.616276356
g7jac080sc,23670,23670,293976,0.0229492,0.0209961,,0.0209961,0.0229492,0.0532227,2.319152737,merge-path,thread-mapped,2.53488505
g7jac100,29610,29610,384636,0.026123,0.0212402,,0.0212402,0.026123,0.059082,2.261685105,merge-path,thread-mapped,2.781612226
g7jac100sc,29610,29610,384636,0.026123,0.0219727,,0.0219727,0.026123,0.0568848,2.177575317,merge-path,thread-mapped,2.588885299
g7jac120,35550,35550,475296,0.0268555,0.0229492,,0.0229492,0.0268555,0.059082,2.199996276,merge-path,thread-mapped,2.574468827
g7jac120sc,35550,35550,475296,0.0268555,0.0229492,,0.0229492,0.0268555,0.0600586,2.236361267,merge-path,thread-mapped,2.617023687
g7jac140,41490,41490,565956,0.0300293,0.0241699,,0.0241699,0.0300293,0.0639648,2.130079622,merge-path,thread-mapped,2.646465232
g7jac140sc,41490,41490,565956,0.0290527,0.0229492,,0.0229492,0.0290527,0.0588379,2.025212803,merge-path,thread-mapped,2.56383229
g7jac160,47430,47430,656616,0.0297852,0.0290527,,0.0290527,0.0297852,0.0639648,2.14753636,merge-path,thread-mapped,2.201681771
g7jac160sc,47430,47430,656616,0.0310059,0.0270996,,0.0270996,0.0310059,0.0561523,1.811019838,merge-path,thread-mapped,2.072071174
g7jac180,53370,53370,747276,0.0358887,0.0319824,,0.0319824,0.0358887,0.0639648,1.782310309,merge-path,thread-mapped,2
g7jac180sc,53370,53370,747276,0.0368652,0.0319824,,0.0319824,0.0368652,0.0629883,1.708611373,merge-path,thread-mapped,1.969467582
g7jac200,59310,59310,837936,0.0380859,0.0390625,,0.0380859,0.0380859,0.0681152,1.788462397,merge-path,merge-path,1.788462397
g7jac200sc,59310,59310,837936,0.0380859,0.0400391,,0.0380859,0.0380859,0.0639648,1.679487684,merge-path,merge-path,1.679487684
G8,800,800,38352,0.0200195,0.0168457,,0.0168457,0.0200195,0.0551758,2.7561028,merge-path,thread-mapped,3.275364039
G9,800,800,38352,0.019043,0.0168457,,0.0168457,0.019043,0.0480957,2.525636717,merge-path,thread-mapped,2.855072808
Ga10As10H30,113081,113081,6115633,0.114014,0.303955,0.51712,0.114014,0.114014,0.13916,1.220551862,merge-path,merge-path,1.220551862
Ga19As19H42,133123,133123,8884839,0.151123,0.39502,0.545792,0.151123,0.151123,0.162109,1.072695751,merge-path,merge-path,1.072695751
ga2010,291086,291086,1418056,0.0571289,0.0532227,0.110592,0.0532227,0.0571289,0.092041,1.611111014,merge-path,thread-mapped,1.729356083
Ga3As3H12,61349,61349,5970947,0.111084,0.305908,0.620544,0.111084,0.111084,0.13208,1.189010118,merge-path,merge-path,1.189010118
Ga41As41H72,268096,268096,18488476,0.238037,0.952881,0.930816,0.238037,0.238037,0.260986,1.096409382,merge-path,merge-path,1.096409382
GaAsH6,61349,61349,3381809,0.072998,0.244141,0.51712,0.072998,0.072998,0.10791,1.478259678,merge-path,merge-path,1.478259678
gams10a,114,171,407,0.013916,0.0119629,,0.0119629,0.0119629,0.0410156,3.428566652,thread-mapped,thread-mapped,3.428566652
gams10am,114,171,407,0.0148926,0.0119629,,0.0119629,0.0119629,0.0449219,3.755101188,thread-mapped,thread-mapped,3.755101188
gams30a,354,531,1287,0.0180664,0.0151367,,0.0151367,0.0151367,0.0419922,2.774197811,thread-mapped,thread-mapped,2.774197811
gams30am,354,531,1287,0.019043,0.0148926,,0.0148926,0.0148926,0.0400391,2.688523159,group-mapped,thread-mapped,2.688523159
gams60am,714,1071,2607,0.019043,0.0161133,,0.0161133,0.0161133,0.0480957,2.984844818,thread-mapped,thread-mapped,2.984844818
GAP-road,23947347,23947347,57708624,1.72095,1.56201,2.05005,1.56201,1.72095,1.69507,0.9849617944,merge-path,thread-mapped,1.085185114
garon1,3175,3175,88927,0.019043,0.0151367,,0.0151367,0.019043,0.0510254,2.679483275,merge-path,thread-mapped,3.370972537
garon2,13535,13535,390607,0.0258789,0.0170898,,0.0170898,0.0258789,0.0571289,2.207547461,merge-path,thread-mapped,3.342865335
gas_sensor,66917,66917,1703365,0.0500488,0.0849609,0.069632,0.0500488,0.0500488,0.0810547,1.619513355,merge-path,merge-path,1.619513355
gas_sensor_B,66917,1,744,0.019043,0.0109863,0.01024,0.01024,0.0109863,0.0878906,8.000018204,group-mapped,group-mapped,8.583066406
gas_sensor_C,28,66917,28,0.0161133,0.0100098,0.014304,0.0100098,0.0100098,0.0429688,4.29267318,thread-mapped,thread-mapped,4.29267318
gas_sensor_E,66917,66917,66917,0.0200195,0.0119629,0.010336,0.010336,0.0200195,0.0568848,2.841469567,merge-path,group-mapped,5.503560372
gas11,459,862,2166,0.019043,0.0109863,,0.0109863,0.0109863,0.0510254,4.644457188,thread-mapped,thread-mapped,4.644457188
GD00_a,352,352,458,0.013916,0.012207,0.019456,0.012207,0.012207,0.0429688,3.520013107,thread-mapped,thread-mapped,3.520013107
GD00_c,638,638,1041,0.0178223,0.0129395,0.022528,0.0129395,0.0129395,0.0400391,3.094331311,group-mapped,thread-mapped,3.094331311
GD01_a,311,311,645,0.0178223,0.0119629,0.023552,0.0119629,0.0119629,0.0439453,3.673465464,thread-mapped,thread-mapped,3.673465464
GD01_Acap,953,953,645,0.019043,0.0151367,0.019456,0.0151367,0.0151367,0.0390625,2.580648358,thread-mapped,thread-mapped,2.580648358
GD01_b,18,18,37,0.0141602,0.013916,0.012288,0.012288,0.013916,0.0410156,2.947369934,thread-mapped,group-mapped,3.337858073
GD01_c,33,33,135,0.013916,0.0178223,0.043008,0.013916,0.0178223,0.0449219,2.520544486,group-mapped,merge-path,3.228075596
GD02_a,23,23,87,0.0148926,0.0119629,0.017408,0.0119629,0.0119629,0.0380859,3.18366784,thread-mapped,thread-mapped,3.18366784
GD02_b,80,80,232,0.0148926,0.0109863,0.031744,0.0109863,0.0109863,0.0380859,3.466672128,thread-mapped,thread-mapped,3.466672128
GD06_Java,1538,1538,8032,0.0200195,0.0148926,0.021504,0.0148926,0.0148926,0.0498047,3.344258222,thread-mapped,thread-mapped,3.344258222
GD06_theory,101,101,380,0.0148926,0.0129395,0.014336,0.0129395,0.0129395,0.0419922,3.245272228,thread-mapped,thread-mapped,3.245272228
GD95_a,36,36,57,0.0148926,0.0109863,0.012288,0.0109863,0.0109863,0.0368652,3.355561017,group-mapped,thread-mapped,3.355561017
GD95_b,73,73,96,0.013916,0.0109863,0.019456,0.0109863,0.0109863,0.0358887,3.266677589,thread-mapped,thread-mapped,3.266677589
GD95_c,62,62,287,0.0129395,0.0119629,0.024576,0.0119629,0.0119629,0.0378418,3.163263088,group-mapped,thread-mapped,3.163263088
GD96_a,1096,1096,1677,0.0168457,0.0119629,0.021504,0.0119629,0.0119629,0.0439453,3.673465464,thread-mapped,thread-mapped,3.673465464
GD96_b,111,111,193,0.013916,0.0109863,0.023552,0.0109863,0.0109863,0.0410156,3.733340615,thread-mapped,thread-mapped,3.733340615
GD96_c,65,65,250,0.0151367,0.0109863,0.023552,0.0109863,0.0109863,0.0380859,3.466672128,thread-mapped,thread-mapped,3.466672128
GD96_d,180,180,229,0.0151367,0.0119629,0.033792,0.0119629,0.0119629,0.0358887,3,group-mapped,thread-mapped,3
GD97_a,84,84,332,0.0148926,0.0109863,0.03584,0.0109863,0.0109863,0.0371094,3.3777887,thread-mapped,thread-mapped,3.3777887
GD97_b,47,47,264,0.013916,0.0109863,0.016384,0.0109863,0.0109863,0.0358887,3.266677589,thread-mapped,thread-mapped,3.266677589
GD97_c,452,452,460,0.0180664,0.0129395,0.034816,0.0129395,0.0129395,0.0410156,3.169797906,thread-mapped,thread-mapped,3.169797906
GD98_a,38,38,50,0.0151367,0.0119629,0.017472,0.0119629,0.0119629,0.0341797,2.857141663,thread-mapped,thread-mapped,2.857141663
GD98_b,121,121,207,0.0148926,0.0109863,0.013344,0.0109863,0.0109863,0.0410156,3.733340615,thread-mapped,thread-mapped,3.733340615
GD98_c,112,112,336,0.0168457,0.0109863,0.02048,0.0109863,0.0109863,0.0510254,4.644457188,thread-mapped,thread-mapped,4.644457188
GD99_b,64,64,252,0.0161133,0.0119629,0.013312,0.0119629,0.0119629,0.0419922,3.510202376,thread-mapped,thread-mapped,3.510202376
GD99_c,105,105,149,0.013916,0.0109863,0.012288,0.0109863,0.0109863,0.0371094,3.3777887,group-mapped,thread-mapped,3.3777887
ge,10099,16369,44825,0.019043,0.0148926,,0.0148926,0.019043,0.0529785,2.782045896,merge-path,thread-mapped,3.557370775
Ge87H76,112985,112985,7892195,0.140869,0.37085,0.503808,0.140869,0.140869,0.153076,1.086654977,merge-path,merge-path,1.086654977
Ge99H100,112985,112985,8451395,0.142822,0.398926,0.521216,0.142822,0.142822,0.156006,1.092310708,merge-path,merge-path,1.092310708
gearbox,153746,153746,9080404,0.129883,0.516846,,0.129883,0.129883,0.155029,1.193605014,merge-path,merge-path,1.193605014
gemat1,4929,10595,47369,0.019043,0.186035,0.10752,0.019043,0.019043,0.0500488,2.628199338,merge-path,merge-path,2.628199338
gemat11,4929,4929,33185,0.0178223,0.0119629,0.021504,0.0119629,0.0178223,0.0490723,2.753421276,merge-path,thread-mapped,4.102040475
gemat12,4929,4929,33111,0.0200195,0.0141602,0.021504,0.0141602,0.0200195,0.0478516,2.390249507,merge-path,thread-mapped,3.379302552
gen,769,2561,63086,0.019043,0.0830078,,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
gen1,769,2561,63086,0.019043,0.0849609,,0.019043,0.019043,0.0490723,2.576920653,merge-path,merge-path,2.576920653
gen2,1121,3264,81855,0.0200195,0.113037,,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
gen4,1537,4298,107103,0.0200195,0.189941,,0.0200195,0.0200195,0.0541992,2.707320363,merge-path,merge-path,2.707320363
gent113,113,113,655,0.013916,0.0109863,0.016384,0.0109863,0.0109863,0.0400391,3.644457188,thread-mapped,thread-mapped,3.644457188
Geo_1438,1437960,1437960,63156690,0.7771,3.0979,,0.7771,0.7771,0.806885,1.0383284,merge-path,merge-path,1.0383284
geom,7343,7343,23796,0.019043,0.0170898,0.018432,0.0170898,0.019043,0.0500488,2.628199338,merge-path,thread-mapped,2.92857728
